#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="treePrior" spec="multitypetreeVolz.distributions.StructuredCoalescentTreeDensityVolz">
#        <migrationModelVolz id="migModel" spec="beast.evolution.tree.MigrationModelVolz">
#            <parameter dimension="6" id="rateMatrix" name="rateMatrix">1.0 2.0 0.1 0.3 1.0 1.0</parameter>
#            <parameter dimension="3" id="popSizes" name="popSizes">1.0 0.5 0.25</parameter>
#        </migrationModelVolz>
#        <multiTypeTreeVolz id="tree" spec="beast.evolution.tree.StructuredCoalescentMultiTypeTreeVolz">
#            <migrationModelVolz spec="beast.evolution.tree.MigrationModelVolz">
#                <parameter dimension="6" name="rateMatrix">1.0 2.0 0.1 0.3 1.0 1.0</parameter>
#                <parameter dimension="3" name="popSizes">1.0 0.5 0.25</parameter>
#            </migrationModelVolz>
#            <trait id="typeTraitSet" spec="beast.evolution.tree.TraitSet" traitname="type" value="inv0_0=0,inv1_0=0,inv2_0=0,inv0_1=1,inv1_1=1,inv0_2=2">
#                <taxa spec="beast.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <trait id="timeTraitSet" spec="beast.evolution.tree.TraitSet" traitname="date-forward" value="inv0_0=0,inv1_0=1,inv2_0=2,inv0_1=1,inv1_1=0,inv0_2=1">
#                <taxa alignment="@alignment1" spec="beast.evolution.alignment.TaxonSet"/>
#            </trait>
#        </multiTypeTreeVolz>
#    </distribution>
#</input>
#
Sample	posterior	TreeHeightLog2
0	-4.927529777303234	3.95981089643628
100	-4.361367566728585	2.838746848857252
200	-3.1328067658924317	2.6126804349092843
300	-3.4922601940721174	2.617522883055516
400	-5.389087551323591	3.2301741612914965
500	-5.276204245779865	2.2677290335657463
600	-6.187449744259074	2.8252191133158777
700	-3.9145739280660394	2.8731901329267826
800	-3.6029863831368845	3.020338530532454
900	-3.801346320670506	2.5202365523907657
1000	-4.4470390815081755	3.223334299596697
1100	-4.610534702619543	3.519325662977486
1200	-5.10621921593405	2.8907310012704484
1300	-3.1125140636428776	3.478094781220856
1400	-2.1300648362246504	2.5028684525477205
1500	-3.2722574716282145	3.036383611813009
1600	-9.034641516033716	5.456168619997362
1700	-3.661978882897202	4.6491651811358725
1800	-6.5333589534074195	3.772294102355285
1900	-3.8616803672403566	3.5089474739643833
2000	-10.459949623835401	5.320900999491041
2100	-5.162803303772063	3.8144460334422288
2200	-3.522286775805044	2.6875017196724236
2300	-2.651685600272023	2.291782409139259
2400	-7.112759050074935	9.44268477712557
2500	-3.922561515463094	5.729253110730674
2600	-5.890056656460721	4.325826159514593
2700	-5.201317120725977	4.543045216228225
2800	-4.392259058745201	2.8178343550938654
2900	-5.386142228297401	3.1608762238302606
3000	-4.032401608846203	3.0055441685571562
3100	-8.836915759453758	3.810373729181084
3200	-4.058420424723169	3.4938300593461706
3300	-9.143285869212107	2.7818036373553077
3400	-2.873517842020357	3.083251124400162
3500	-6.996308736077191	3.2717957671093867
3600	-3.756714799239079	2.991509518156434
3700	-3.622170419866279	3.9002240460471946
3800	-5.014711590417392	5.420063933037172
3900	-6.453223631791517	6.4279693766110295
4000	-8.652895680682972	6.086322277383494
4100	-3.4057177561238303	3.595348950350368
