#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="treePrior" spec="multitypetreeVolz.distributions.StructuredCoalescentTreeDensityVolz">
#        <migrationModelVolz id="migModel" spec="beast.evolution.tree.MigrationModelVolz">
#            <parameter dimension="6" id="rateMatrix" name="rateMatrix">0.01 0.02 0.001 0.003 0.01 0.01</parameter>
#            <parameter dimension="3" id="popSizes" name="popSizes">1.0 0.5 0.25</parameter>
#        </migrationModelVolz>
#        <multiTypeTreeVolz id="tree" spec="beast.evolution.tree.StructuredCoalescentMultiTypeTreeVolz">
#            <migrationModelVolz id="MigrationModelVolz" spec="beast.evolution.tree.MigrationModelVolz">
#                <parameter dimension="6" id="RealParameter" name="rateMatrix">0.01 0.02 0.001 0.003 0.01 0.01</parameter>
#                <parameter dimension="3" id="RealParameter1" name="popSizes">1.0 0.5 0.25</parameter>
#            </migrationModelVolz>
#            <trait id="typeTraitSet" spec="beast.evolution.tree.TraitSet" traitname="type" value="inv0_0=0,inv1_0=0,inv2_0=0,inv0_1=1,inv1_1=1,inv0_2=2">
#                <taxa id="TaxonSet" spec="beast.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <trait id="timeTraitSet" spec="beast.evolution.tree.TraitSet" traitname="date-forward" value="inv0_0=0,inv1_0=10,inv2_0=5,inv0_1=1,inv1_1=4,inv0_2=8">
#                <taxa alignment="@alignment1" id="TaxonSet1" spec="beast.evolution.alignment.TaxonSet"/>
#            </trait>
#        </multiTypeTreeVolz>
#    </distribution>
#</input>
#
Sample	posterior	TreeHeightLog2
0	-67.94282585460508	113.85888925787408
100	-61.436068978701535	114.50085055401081
200	-46.47882210166371	80.95748278379143
300	-24.89406294084636	61.00008657785569
400	-24.969800439369987	52.08645277541795
500	-16.104378183156207	38.69516359201907
600	-9.94596580680196	25.107216825484816
700	-10.092373363276737	23.174624292983392
800	-14.066409062959497	17.31981873718974
900	-10.530168423552002	17.877979124405407
1000	-11.199938565823452	18.3483050364065
1100	-8.451513524666916	13.959783785180928
1200	-7.965955426166282	14.423815771432633
1300	-8.317818665958644	15.274952421393287
1400	-8.822124037318197	15.094271650495571
1500	-9.086716889617183	16.66230975022918
1600	-9.039182632493304	15.014183187487285
1700	-8.615561244014174	12.160186934845674
1800	-13.200232315621227	11.994226882121135
1900	-8.41888515723946	13.588320757977304
2000	-7.301342387792771	14.536398471587871
2100	-10.694291442037343	18.294356757517185
2200	-9.700427113723958	14.3193791850223
2300	-8.315924504574243	16.052329035052473
2400	-10.284401425839695	13.833756116852738
2500	-8.084787968700422	12.746357829505216
2600	-10.756927861249626	20.08227114283412
2700	-10.553535833621941	15.80431300902165
2800	-8.04969090035119	16.634475299789482
2900	-10.427221826503855	20.50056182682041
3000	-9.165827263304212	16.854038139076877
3100	-12.023520586862812	17.57101187935817
3200	-9.167775151783257	20.02769381722518
3300	-9.253262156509528	16.957236818476076
3400	-10.301167466993997	16.081312831727164
3500	-9.902789283989703	16.439506120834128
3600	-8.050519790838074	18.794400933247676
3700	-9.965791815766108	20.415300267603055
3800	-7.692842888525401	15.447862831786582
3900	-11.8099951348789	16.468316935393826
4000	-10.001702328693504	14.810579353454843
4100	-9.36085744071108	17.299145098490996
4200	-9.289541958013244	23.25818022498948
4300	-11.339089574000528	17.4661467999383
4400	-9.615002282416977	18.291974528867893
4500	-12.424392281418697	18.819116306082467
4600	-9.422699908976032	21.06420839324544
4700	-9.167192949272465	18.137610783453848
4800	-10.445498340111241	14.250390394138899
4900	-11.485379133591922	13.427621937034354
5000	-8.563613038158694	17.448605048409206
5100	-9.39668745715268	22.22782655366861
5200	-8.364582715261049	19.404142933817862
5300	-13.156657392609926	14.90350710906242
5400	-10.375136727557043	17.793792454809495
5500	-11.096054937591619	12.944783213534627
5600	-11.776883244987381	16.731150173820854
5700	-9.894973808421499	23.40827044982717
5800	-10.616308023452609	16.306543165848375
5900	-15.763886879502172	12.748209438821936
6000	-7.269123230517401	16.50474700584335
6100	-12.444536002617582	11.605927810632625
6200	-8.464627878645315	14.97477586819239
6300	-8.850557860099064	14.748685771828482
6400	-8.198468333000886	14.025468224916004
6500	-8.413963556069891	16.447909285665027
6600	-10.083020403858626	24.804907166225444
6700	-11.103326671239087	26.87157886932365
6800	-9.120688355043885	18.79841476140593
6900	-8.949975989814577	21.97313072366683
7000	-10.384832990952123	20.5389858464253
7100	-9.083645979617865	15.031388229617008
7200	-8.288095018011507	23.310829531218456
7300	-10.635645971555718	19.491832500750565
7400	-10.31156291867592	23.872323853376546
7500	-11.85702302480345	16.966895794471704
7600	-9.610385867822519	12.50634864448311
7700	-9.226247307235779	14.319754967506116
7800	-10.721000043979936	22.894240952842708
7900	-8.075007216108558	20.391628589525126
8000	-10.62141941373812	28.057058921732565
8100	-8.764439285495715	17.571023081520767
8200	-8.749629646840392	21.2731477103907
8300	-10.256726612106608	19.538660765405613
8400	-11.665780762333345	13.494918769188223
8500	-8.529921797185095	15.806473108781436
8600	-7.248008479147684	16.40531750507274
8700	-11.151973015305085	13.12814714137868
8800	-8.398272234837528	16.618377501331793
8900	-7.513253471720507	20.5994081233982
9000	-8.459134606510478	20.601881498140145
9100	-15.480943862105644	15.753321552336105
9200	-9.382995387971183	17.881724949403356
9300	-12.01366556648493	12.400213476137033
9400	-9.147968277041208	16.431890180947704
9500	-10.561748029050245	16.128194007368144
9600	-12.749570467112697	14.71039820069029
9700	-7.268405864055831	18.246267407016525
9800	-9.447893322478578	17.585505885117243
9900	-8.03271471777149	25.451180431736724
10000	-10.385059625796085	20.93663143293187
