#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution"/>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="coalescent" spec="beast.structuredCoalescent.distribution.ApproximateStructuredCoalescent">
#            <parameter dimension="2" id="coalRates" name="coalescentRates">1.0 2.0</parameter>
#            <parameter dimension="2" id="migRates" name="migrationRates">0.0 0.0</parameter>
#            <parameter id="epi.timeStep" name="timeStep">1.0</parameter>
#            <dim id="IntegerParameter" lower="0" spec="beast.core.parameter.IntegerParameter" upper="0">2</dim>
#            <structuredTreeIntervals id="TreeIntervals" spec="beast.structuredCoalescent.distribution.StructuredTreeIntervals">
#                <tree id="tree">
#                    <trait id="timeTraitSet" spec="beast.evolution.tree.TraitSet" traitname="date-backward" value="inv0_0=0,inv1_0=0,inv2_0=0,inv3_0=0,inv4_0=0">
#                        <taxa id="TaxonSet" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset alignment="@sequences" id="TaxonSet1" spec="beast.evolution.alignment.TaxonSet"/>
#                </tree>
#            </structuredTreeIntervals>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	tree_height
0	-4.841356472518434	0.9186444637612696
100	-4.678371019415228	1.0657423613892902
200	-3.772695771626757	1.729200432091048
300	-2.110049343556846	0.9967498800015071
400	-0.8472828570761004	0.31452269478043404
500	-3.082990313959356	1.069296282329637
600	-5.694784033670313	2.4836458681206963
700	-3.535031359834533	1.0184799213597102
800	-5.4659269777670545	1.502313618733959
900	-3.937707293726298	0.7814380725785808
1000	-0.7485657582859259	0.33993128215684276
1100	-3.870194660020402	1.2846489591815229
1200	-3.6386047488451614	1.3931772823473207
1300	-5.561687368334748	1.2911553251957126
1400	-4.521058790911628	1.21897612564197
1500	-2.273803328261863	0.9332894157422376
1600	-4.394853009616489	1.8141864506654024
1700	-2.819342219665054	1.2434693114143944
1800	-2.31889879955008	0.4821803678111719
1900	-5.163821073957326	3.4708431218932314
2000	-0.32332781845350717	0.09754449958156047
2100	-2.8697788195302554	1.635943815311487
2200	-3.4016328298084493	1.5692758580434685
2300	-1.1412915502756458	0.4127089218884051
2400	-2.961336649338851	2.45386742467432
2500	-3.0486541973810497	1.0947225171203483
2600	-3.7789101234327687	1.821366187635462
2700	-3.5978723114470004	1.4107351099796932
2800	-5.012369955438023	2.3163192624368283
2900	-1.0762807320675143	0.5906318809407214
3000	-1.7975703284270799	0.4757342446889426
