#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution"/>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="coalescent" spec="beast.structuredCoalescent.distribution.Masco">
#            <parameter id="stepSize" name="timeStep">0.01</parameter>
#            <parameter dimension="2" id="coalRates" name="coalescentRates">2.0 4.0</parameter>
#            <parameter dimension="2" id="migRates" name="migrationRates" upper="140.0">0.001 0.01</parameter>
#            <dim id="IntegerParameter" lower="0" spec="beast.core.parameter.IntegerParameter" upper="0">2</dim>
#            <structuredTreeIntervals id="TreeIntervals" spec="beast.structuredCoalescent.distribution.StructuredTreeIntervals">
#                <tree id="NewickTree.t:Species"/>
#            </structuredTreeIntervals>
#        </distribution>
#    </distribution>
#</input>
#
Sample	migRates1	migRates2	coalRates1	coalRates2	posterior
160	0.024245305104093888	0.01	2.0	4.0	-103.66228778822145
161	0.024730211206175766	0.01	2.0	4.0	-103.64183508478348
162	0.02522481543029928	0.01	2.0	4.0	-103.62185956450935
163	0.025729311738905265	0.01	2.0	4.0	-103.6023749118072
164	0.02624389797368337	0.01	2.0	4.0	-103.5833950366405
165	0.026768775933157036	0.01	2.0	4.0	-103.56493408029856
166	0.027304151451820177	0.01	2.0	4.0	-103.54700642130202
167	0.027850234480856582	0.01	2.0	4.0	-103.52962668144755
168	0.028407239170473712	0.01	2.0	4.0	-103.51280973199408
169	0.028975383953883188	0.01	2.0	4.0	-103.4965706999951
170	0.029554891632960854	0.01	2.0	4.0	-103.4809249747801
171	0.030145989465620072	0.01	2.0	4.0	-103.46588821458931
172	0.030748909254932472	0.01	2.0	4.0	-103.45147635336662
173	0.03136388744003112	0.01	2.0	4.0	-103.43770560771434
174	0.031991165188831744	0.01	2.0	4.0	-103.42459248401545
175	0.03263098849260838	0.01	2.0	4.0	-103.4121537857281
176	0.033283608262460546	0.01	2.0	4.0	-103.40040662085812
177	0.033949280427709755	0.01	2.0	4.0	-103.38936840961522
178	0.03462826603626395	0.01	2.0	4.0	-103.37905689225907
179	0.03532083135698923	0.01	2.0	4.0	-103.36949013714211
180	0.03602724798412901	0.01	2.0	4.0	-103.36068654895558
181	0.03674779294381159	0.01	2.0	4.0	-103.35266487718627
182	0.03748274880268782	0.01	2.0	4.0	-103.34544422479202
183	0.038232403778741576	0.01	2.0	4.0	-103.33904405710342
184	0.03899705185431641	0.01	2.0	4.0	-103.33348421096063
185	0.039776992891402733	0.01	2.0	4.0	-103.32878490409436
186	0.04057253274923079	0.01	2.0	4.0	-103.32496674475969
187	0.0413839834042154	0.01	2.0	4.0	-103.32205074163308
188	0.04221166307229971	0.01	2.0	4.0	-103.32005831398216
189	0.04305589633374571	0.01	2.0	4.0	-103.31901130211915
190	0.04391701426042062	0.01	2.0	4.0	-103.31893197814831
191	0.04479535454562903	0.01	2.0	4.0	-103.31984305701874
192	0.045691261636541615	0.01	2.0	4.0	-103.32176770789394
193	0.04660508686927245	0.01	2.0	4.0	-103.32472956584971
194	0.0475371886066579	0.01	2.0	4.0	-103.32875274391199
195	0.04848793237879106	0.01	2.0	4.0	-103.33386184544702
196	0.04945769102636688	0.01	2.0	4.0	-103.34008197691495
197	0.05044684484689422	0.01	2.0	4.0	-103.34743876099952
198	0.051455781743832106	0.01	2.0	4.0	-103.35595835012442
199	0.05248489737870875	0.01	2.0	4.0	-103.365667440368
200	0.05353459532628292	0.01	2.0	4.0	-103.37659328578637
201	0.05460528723280858	0.01	2.0	4.0	-103.38876371315438
202	0.05569739297746475	0.01	2.0	4.0	-103.40220713713273
203	0.05681134083701405	0.01	2.0	4.0	-103.41695257586774
204	0.057947567653754334	0.01	2.0	4.0	-103.43302966702846
205	0.05910651900682942	0.01	2.0	4.0	-103.45046868428275
206	0.060288649386966014	0.01	2.0	4.0	-103.46930055421163
207	0.061494422374705336	0.01	2.0	4.0	-103.48955687365627
208	0.06272431082219944	0.01	2.0	4.0	-103.51126992748786
209	0.06397879703864343	0.01	2.0	4.0	-103.53447270678426
210	0.0652583729794163	0.01	2.0	4.0	-103.55919892739074
211	0.06656354043900461	0.01	2.0	4.0	-103.58548304883288
212	0.06789481124778471	0.01	2.0	4.0	-103.61336029354041
213	0.0692527074727404	0.01	2.0	4.0	-103.64286666632694
214	0.0706377616221952	0.01	2.0	4.0	-103.67403897405798
215	0.0720505168546391	0.01	2.0	4.0	-103.70691484541996
216	0.07349152719173188	0.01	2.0	4.0	-103.74153275068441
217	0.07496135773556652	0.01	2.0	4.0	-103.77793202133518
218	0.07646058489027785	0.01	2.0	4.0	-103.81615286939902
219	0.0779897965880834	0.01	2.0	4.0	-103.85623640628533
220	0.07954959251984507	0.01	2.0	4.0	-103.89822466090048
221	0.08114058437024198	0.01	2.0	4.0	-103.94216059675591
222	0.08276339605764682	0.01	2.0	4.0	-103.9880881277335
223	0.08441866397879975	0.01	2.0	4.0	-104.03605213210837
224	0.08610703725837575	0.01	2.0	4.0	-104.08609846435313
225	0.08782917800354327	0.01	2.0	4.0	-104.13827396416217
226	0.08958576156361414	0.01	2.0	4.0	-104.19262646203286
227	0.09137747679488642	0.01	2.0	4.0	-104.24920478062438
228	0.09320502633078415	0.01	2.0	4.0	-104.30805873098157
229	0.09506912685739984	0.01	2.0	4.0	-104.3692391025577
230	0.09697050939454784	0.01	2.0	4.0	-104.43279764579519
231	0.09890991958243879	0.01	2.0	4.0	-104.49878704582655
232	0.10088811797408757	0.01	2.0	4.0	-104.5672608856337
233	0.10290588033356933	0.01	2.0	4.0	-104.63827359675714
