#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution"/>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="coalescent" spec="beast.structuredCoalescent.distribution.ApproximateStructuredCoalescent">
#            <parameter dimension="2" id="coalRates" name="coalescentRates">2.0 4.0</parameter>
#            <parameter dimension="2" id="migRates" name="migrationRates" upper="140.0">0.001 0.01</parameter>
#            <parameter id="stepSize" name="timeStep">0.01</parameter>
#            <dim id="IntegerParameter" lower="0" spec="beast.core.parameter.IntegerParameter" upper="0">2</dim>
#            <structuredTreeIntervals id="TreeIntervals" spec="beast.structuredCoalescent.distribution.StructuredTreeIntervals">
#                <tree id="NewickTree.t:Species"/>
#            </structuredTreeIntervals>
#        </distribution>
#    </distribution>
#</input>
#
Sample	migRates1	migRates2	coalRates1	coalRates2	posterior
118	0.010554081406080162	0.01	2.0	4.0	-144.9999705823922
119	0.010765163034201766	0.01	2.0	4.0	-145.33839751443756
120	0.010980466294885801	0.01	2.0	4.0	-145.68794725331009
121	0.011200075620783517	0.01	2.0	4.0	-146.0488624742989
122	0.011424077133199187	0.01	2.0	4.0	-146.42139102433111
123	0.011652558675863171	0.01	2.0	4.0	-146.8057858716107
124	0.011885609849380434	0.01	2.0	4.0	-147.2023050381284
125	0.012123322046368044	0.01	2.0	4.0	-147.61121151348945
126	0.012365788487295405	0.01	2.0	4.0	-148.03277314847315
127	0.012613104257041314	0.01	2.0	4.0	-148.46726252647866
128	0.01286536634218214	0.01	2.0	4.0	-148.91495681108768
129	0.013122673669025782	0.01	2.0	4.0	-149.37613756785188
130	0.013385127142406299	0.01	2.0	4.0	-149.85109055819927
131	0.013652829685254424	0.01	2.0	4.0	-150.34010550340764
132	0.013925886278959514	0.01	2.0	4.0	-150.84347581648854
133	0.014204404004538705	0.01	2.0	4.0	-151.36149829970492
134	0.01448849208462948	0.01	2.0	4.0	-151.8944728054147
135	0.014778261926322069	0.01	2.0	4.0	-152.44270185784163
136	0.01507382716484851	0.01	2.0	4.0	-153.00649023346858
137	0.01537530370814548	0.01	2.0	4.0	-153.5861444975474
138	0.01568280978230839	0.01	2.0	4.0	-154.1819724943222
139	0.01599646597795456	0.01	2.0	4.0	-154.79428278863452
140	0.01631639529751365	0.01	2.0	4.0	-155.42338405654132
141	0.016642723203463924	0.01	2.0	4.0	-156.06958442259102
142	0.016975577667533204	0.01	2.0	4.0	-156.7331907418769
143	0.01731508922088387	0.01	2.0	4.0	-157.4145078246404
144	0.017661391005301546	0.01	2.0	4.0	-158.1138376017768
145	0.01801461882540758	0.01	2.0	4.0	-158.8314782297634
146	0.01837491120191573	0.01	2.0	4.0	-159.56772313374628
147	0.018742409425954048	0.01	2.0	4.0	-160.32285998798253
148	0.01911725761447313	0.01	2.0	4.0	-161.0971696332726
149	0.019499602766762592	0.01	2.0	4.0	-161.8909249314113
150	0.019889594822097845	0.01	2.0	4.0	-162.70438955741287
151	0.0202873867185398	0.01	2.0	4.0	-163.53781673076816
152	0.020693134452910596	0.01	2.0	4.0	-164.39144788789264
153	0.021106997141968807	0.01	2.0	4.0	-165.26551129841826
154	0.021529137084808185	0.01	2.0	4.0	-166.16022062929568
155	0.02195971982650435	0.01	2.0	4.0	-167.07577346122451
156	0.022398914223034437	0.01	2.0	4.0	-168.01234976328544
157	0.022846892507495126	0.01	2.0	4.0	-168.97011033243186
158	0.02330383035764503	0.01	2.0	4.0	-169.94919520607294
159	0.02376990696479793	0.01	2.0	4.0	-170.94972205676584
160	0.024245305104093888	0.01	2.0	4.0	-171.97178457963238
161	0.024730211206175766	0.01	2.0	4.0	-173.01545088422674
162	0.02522481543029928	0.01	2.0	4.0	-174.08076190382747
163	0.025729311738905265	0.01	2.0	4.0	-175.16772983669637
164	0.02624389797368337	0.01	2.0	4.0	-176.2763366346026
165	0.026768775933157036	0.01	2.0	4.0	-177.4065325554197
166	0.027304151451820177	0.01	2.0	4.0	-178.55823479775776
167	0.027850234480856582	0.01	2.0	4.0	-179.73132623597354
168	0.028407239170473712	0.01	2.0	4.0	-180.9256542752611
169	0.028975383953883188	0.01	2.0	4.0	-182.14102984671342
170	0.029554891632960854	0.01	2.0	4.0	-183.37722656271367
171	0.030145989465620072	0.01	2.0	4.0	-184.6339800527376
172	0.030748909254932472	0.01	2.0	4.0	-185.91098749996
173	0.03136388744003112	0.01	2.0	4.0	-187.20790739750512
174	0.031991165188831744	0.01	2.0	4.0	-188.52435954313066
175	0.03263098849260838	0.01	2.0	4.0	-189.85992528887704
176	0.033283608262460546	0.01	2.0	4.0	-191.21414806081305
177	0.033949280427709755	0.01	2.0	4.0	-192.58653416184686
178	0.03462826603626395	0.01	2.0	4.0	-193.976553867164
179	0.03532083135698923	0.01	2.0	4.0	-195.38364281982743
180	0.03602724798412901	0.01	2.0	4.0	-196.80720372950074
181	0.03674779294381159	0.01	2.0	4.0	-198.24660837447703
182	0.03748274880268782	0.01	2.0	4.0	-199.70119990188311
183	0.038232403778741576	0.01	2.0	4.0	-201.17029541809816
184	0.03899705185431641	0.01	2.0	4.0	-202.6531888553152
185	0.039776992891402733	0.01	2.0	4.0	-204.1491540970889
186	0.04057253274923079	0.01	2.0	4.0	-205.65744833995942
187	0.0413839834042154	0.01	2.0	4.0	-207.17731566499592
188	0.04221166307229971	0.01	2.0	4.0	-208.70799078801423
189	0.04305589633374571	0.01	2.0	4.0	-210.2487029539162
190	0.04391701426042062	0.01	2.0	4.0	-211.79867993732083
191	0.04479535454562903	0.01	2.0	4.0	-213.35715210850333
192	0.045691261636541615	0.01	2.0	4.0	-214.923356521623
193	0.04660508686927245	0.01	2.0	4.0	-216.4965409810999
194	0.0475371886066579	0.01	2.0	4.0	-218.0759680405357
195	0.04848793237879106	0.01	2.0	4.0	-219.66091888948873
196	0.04945769102636688	0.01	2.0	4.0	-221.2506970836606
197	0.05044684484689422	0.01	2.0	4.0	-222.844632076009
198	0.051455781743832106	0.01	2.0	4.0	-224.44208250895466
199	0.05248489737870875	0.01	2.0	4.0	-226.04243923061566
200	0.05353459532628292	0.01	2.0	4.0	-227.64512800241923
201	0.05460528723280858	0.01	2.0	4.0	-229.24961186943588
202	0.05569739297746475	0.01	2.0	4.0	-230.85539317004162
203	0.05681134083701405	0.01	2.0	4.0	-232.46201516653701
204	0.057947567653754334	0.01	2.0	4.0	-234.0690632842936
205	0.05910651900682942	0.01	2.0	4.0	-235.67616595208094
206	0.060288649386966014	0.01	2.0	4.0	-237.28299504256725
207	0.061494422374705336	0.01	2.0	4.0	-238.88926591674385
208	0.06272431082219944	0.01	2.0	4.0	-240.49473708215928
209	0.06397879703864343	0.01	2.0	4.0	-242.09920947881258
210	0.0652583729794163	0.01	2.0	4.0	-243.7025254120226
211	0.06656354043900461	0.01	2.0	4.0	-245.3045671548616
212	0.06789481124778471	0.01	2.0	4.0	-246.9052552463697
213	0.0692527074727404	0.01	2.0	4.0	-248.50454651488297
214	0.0706377616221952	0.01	2.0	4.0	-250.10243185750957
215	0.0720505168546391	0.01	2.0	4.0	-251.69893380876118
216	0.07349152719173188	0.01	2.0	4.0	-253.29410393209528
217	0.07496135773556652	0.01	2.0	4.0	-254.8880200684814
218	0.07646058489027785	0.01	2.0	4.0	-256.48078347610556
219	0.0779897965880834	0.01	2.0	4.0	-258.07251589430155
220	0.07954959251984507	0.01	2.0	4.0	-259.66335656409694
221	0.08114058437024198	0.01	2.0	4.0	-261.2534592356536
222	0.08276339605764682	0.01	2.0	4.0	-262.8429891916224
223	0.08441866397879975	0.01	2.0	4.0	-264.4321203128628
224	0.08610703725837575	0.01	2.0	4.0	-266.0210322107847
225	0.08782917800354327	0.01	2.0	4.0	-267.6099074483442
226	0.08958576156361414	0.01	2.0	4.0	-269.1989288686207
227	0.09137747679488642	0.01	2.0	4.0	-270.78827704806787
228	0.09320502633078415	0.01	2.0	4.0	-272.37812788832133
229	0.09506912685739984	0.01	2.0	4.0	-273.9686503584192
230	0.09697050939454784	0.01	2.0	4.0	-275.5600043964743
231	0.09890991958243879	0.01	2.0	4.0	-277.1523389781447
232	0.10088811797408757	0.01	2.0	4.0	-278.7457903564443
233	0.10290588033356933	0.01	2.0	4.0	-280.34048047596093
